quest_id,title,level,type,description,state,routes,quest_state_handle
capture-169,前往乌梁,25,side,"袁天纲让你去((找【白源镇_2】的白叟))转告他的话。
[g]=经验15000",<over>还未找【白源镇_2】的白叟谈话,5040542617131880|5q20d_1|5q20a_1_1;5050542617322114|5q20d_2|5q20a_2_1,
capture-170,如此之多,25,main,"<ml>苦虚无说袁天纲也有混沌之玉的碎片，你不如再((去问问【白源镇_2】的袁天纲))。
[g]=经验11000",<over>还未找【白源镇_2】的袁天纲谈话,5300542617580783|5q36d_1|5q36a_1_1;5040542617131880|5q36d_2|5q36a_2_1,
capture-171,贪婪的魔军,25,main,"<ml>袁天纲悟出魔军的动机，要你((将此事速速通知一旁的白叟))。
[g]=经验11000",<over>还未找【白源镇_2】的白叟谈话,5040542617131880|5q37d_1|5q37a_1_1;5050542617322114|5q37d_2|5q37a_2_1,
capture-172,特别的关照,25,main,"<ml>白叟要你去关照一下外地来的游氏子，((去找【白源镇_3】的游氏子谈话))。
[g]=经验15000",<over>还未找【白源镇_3】的游氏子谈话,5050542617322114|5q39d_1|5q39a_1_1;5310542617702520|5q39d_2|5q39a_2_1,
capture-173,乡亲们的心意,25,side,"将乡亲们的心意((转交给【白源镇_2】的袁天纲))。
[g]=经验15000",<over>还未找【白源镇_2】的袁天纲谈话,5050542617322114|5q23d_1|5q23a_1_1;5040542617131880|5q23d_2|5q23a_2_1,
capture-174,以毒攻毒,25,main,"<ml>现在必须采取以毒攻毒的方式来治疗受伤镇民，((【白源镇_1】的向隐让你去【沼泽_6】消灭毒蜂，收集30瓶毒液给她))。
[x]=[i=f_i_毒液^5BC46D&24@材料&25@99&19@任务物品。&20@毒蜂死亡后残留的毒液。&27@sitem_water&101@940.png&103@0&104@0&105@&107@&108@0]毒液[/]x30 
[g]=经验25000",收集 毒液 0/30,4710542615621525|5q14d_1|5q14a_1_1;4710542615621525|5q14d_2|5q14a_2_1,
capture-175,张贴告示,25,main,"<ml>白叟镇长让你((去【白源镇_1】的告示栏张贴告示，))之后再回【白源镇_2】找他报告。
[g]=经验15000 [i=f_i_银元宝^C156C7&24@材料 消耗品&25@9999&19@双击可兑换为1000铜币&20@游戏中的货币,用于流通买卖&27@sitem_jhj&101@39.png&103@0&104@0&105@&107@&108@0]银元宝[/]x2",<over>去【白源镇_1】的告示栏张贴告示，完成后找白叟报告,5050542617322114|5q38d_1|5q38a_1_1;5050542617322114|5q38d_2|5q38a_2_1,
capture-176,毒烟剿峰,27,main,"<ml>燃烧((鳄鱼皮))所产生的毒烟能够驱赶毒蜂，((【白源镇_2】的袁天纲要你收集20个鳄鱼皮给他。))去【沼泽_8】消灭金斑鳄可以获得鳄鱼皮。
[x]=[i=f_i_鳄鱼皮^5BC46D&24@材料&25@99&19@任务物品。&20@鳄鱼的皮，看起来具有很强的韧性。&27@sitem_piput&101@947.png&103@0&104@0&105@&107@&108@0]鳄鱼皮[/]x20 
[g]=经验40000 [i=f_i_初级精炼宝石^C156C7&24@宝物&25@999&19@可轻松将装备精炼至+2，之后精炼等级越高成功机率越小。&2;font color='#fee010'&3;双击使用该物品&2;/font&3;&20@神奇的天然宝石，是精炼装备的宝物，用于提升武器,护具以及首饰属性。&27@sitem_zgbs&101@616.png&103@0&104@0&105@&107@&108@70]初级精炼宝石[/]x1",收集 鳄鱼皮 0/20,5040542617131880|5q18d_1|5q18a_1_1;5040542617131880|5q18d_2|5q18a_2_1,
capture-177,为父报仇,27,main,"<ml>【白源镇_3】的苦虚无回忆父亲之事不免心中悲鸣，要你((去【沼泽_8】消灭20个金斑鳄))为他父亲报仇！
[g]=经验40000 [i=f_i_银元宝^C156C7&24@材料 消耗品&25@9999&19@双击可兑换为1000铜币&20@游戏中的货币,用于流通买卖&27@sitem_jhj&101@39.png&103@0&104@0&105@&107@&108@0]银元宝[/]x2",<over>击杀 金斑鳄 20/20,5300542617580783|5q35d_1|5q35a_1_1;5300542617580783|5q35d_2|5q35a_2_1,
capture-178,玄龟之甲,28,side,"【白源镇_2】的袁天纲要你((去【沼泽_11】消灭玄龟兽，收集12个硬龟甲))给他，用于打造装备。
[x]=[i=f_i_硬龟甲^ffffff&24@材料&25@99&20@异常坚硬的龟甲,是制造护具的上好素材.&27@sitem_rock&101@144.png&103@0&104@0&105@&107@&108@30]硬龟甲[/]x12 
[g]=经验22000 [i=f_i_银元宝^C156C7&24@材料 消耗品&25@9999&19@双击可兑换为1000铜币&20@游戏中的货币,用于流通买卖&27@sitem_jhj&101@39.png&103@0&104@0&105@&107@&108@0]银元宝[/]x1",收集 硬龟甲 0/12,5040542617131880|5q21d_1|5q21a_1_1;5040542617131880|5q21d_2|5q21a_2_1,
capture-179,鳄鱼之泪,30,side,"苦虚无听说鳄鱼之泪是珍贵的东西，要你((去【沼泽_14】消灭金斑鳄收集15个鳄鱼之泪。))之后回【白源镇_3】交给他。
[x]=[i=f_i_鳄鱼之泪^5BC46D&24@材料&25@99&20@鳄鱼湛蓝色的眼部分泌物,上好的药材.&27@sitem_yaoji&101@145.png&103@0&104@0&105@&107@&108@27]鳄鱼之泪[/]x15 
[g]=经验22000",收集 鳄鱼之泪 0/15,5300542617580783|5q19d_1|5q19a_1_1;5300542617580783|5q19d_2|5q19a_2_1,
capture-180,幻化白骨,30,activity,"<party>幻化使者让你前往【葬龙潭】((击杀50个白骨枪兵))，完成后向【广青镇_3】回复幻化使者。
[g]=经验10000 [i=f_i_枪兵幻化珠^C156C7&24@幻·幻化珠&25@1&19@装备后幻化为白骨枪兵&20@拥有该类宝物便可随意变换为各种形态。&27@sitem_wood&101@1124.png&103@0&104@0&105@&107@&108@0]枪兵幻化珠[/]x1 [i=f_i_银元宝^C156C7&24@材料 消耗品&25@9999&19@双击可兑换为1000铜币&20@游戏中的货币,用于流通买卖&27@sitem_jhj&101@39.png&103@0&104@0&105@&107@&108@0]银元宝[/]x3",击杀 白骨枪兵 0/50,2560542613616537|huanhua_1d_1|huanhua_1a_1_1,
capture-181,假玉之碎片,30,main,"<ml>分别((去【沼泽_6、7、11】消灭毒蜂、王花、玄龟兽，从他们身上取得：蓝蜂浆、紫红瓣、绿苔各5个))，然后把它交给【白源镇_1】的向隐，用于染色剂制作。
[x]=[i=f_i_蓝蜂浆^5BC46D&24@材料&25@99&19@任务物品。&20@死亡的毒蜂所分泌出的深蓝色粘稠液体。&101@945.png&103@0&104@0&105@&107@&108@0]蓝蜂浆[/]x5 [i=f_i_紫红瓣^5BC46D&24@材料&25@99&19@任务物品。&20@紫红色的花瓣，极容易掉色。&101@946.png&103@0&104@0&105@&107@&108@0]紫红瓣[/]x5 [i=f_i_绿苔^5BC46D&24@材料&25@99&19@任务物品。&20@绿色的苔藓，看上去可以用作染色剂。&101@944.png&103@0&104@0&105@&107@&108@0]绿苔[/]x5 
[g]=经验40000 [i=f_i_银元宝^C156C7&24@材料 消耗品&25@9999&19@双击可兑换为1000铜币&20@游戏中的货币,用于流通买卖&27@sitem_jhj&101@39.png&103@0&104@0&105@&107@&108@0]银元宝[/]x3,收集　蓝蜂浆 0/5,紫红瓣 0/5",绿苔 0/5,4710542615621525|5q42d_1|5q42a_1_1;4710542615621525|5q42d_2|5q42a_2_1,
capture-182,奇怪的考验,30,side,"白叟让你((分别去【沼泽_4、6、8、11】消灭王花、毒蜂、金斑鳄、玄龟兽各10只))，之后回【白源镇_2】找他汇报。
[g]=经验22000 [i=f_i_葬龙潭通行证^00ccff&24@消耗品&25@99&19@&2;font color='#00ff00'&3;进入葬龙潭修炼的通行证.&2;/font&3;&27@sitem_book&101@784.png&103@0&104@0&105@&107@&108@170]葬龙潭通行证[/]x1,击杀　王花 10/10,毒蜂 10/10,金斑鳄 10/10",玄龟兽 0/10,5050542617322114|5q60d_1|5q60a_1_1;5050542617322114|5q60d_2|5q60a_2_1,
capture-183,消灭玄龟兽,30,main,"<ml>游氏子告诉你((【沼泽_10】))的玄龟兽曾经袭击过他，特意要你((去那里消灭30个玄龟兽))，完成后回【白源镇_3】告诉他。
[g]=经验50000 [i=f_i_L进阶经验卡^00ccff&24@特殊&25@99&19@双击使用。击杀怪物后，将获得双倍经验。效果持续时间为3小时。该物品不能交易。&20@可以获得经验加成的神奇商城道具。&27@sitem_book&101@577.png&103@0&104@0&105@&107@&108@0]L进阶经验卡[/]x1",<over>击杀 玄龟兽 30/30,5310542617702520|5q15d_1|5q15a_1_1;5310542617702520|5q15d_2|5q15a_2_1,
capture-184,葬龙之潭,35,side,"白叟说，((进入【沼泽_8】的【葬龙潭】深处击败龙娃))可以大大的提高自己的战斗素质，以便有足够的实力和魔军对抗，击败龙娃后再回【白源镇_2】找他汇报。
[g]=经验30000 [i=f_i_银元宝^C156C7&24@材料 消耗品&25@9999&19@双击可兑换为1000铜币&20@游戏中的货币,用于流通买卖&27@sitem_jhj&101@39.png&103@0&104@0&105@&107@&108@0]银元宝[/]x5",击杀 龙娃 0/1,5050542617322114|5q27d_1|5q27a_1_1,
capture-185,乌梁军策,30,main,"[lv]=30
<ml>镇山威让你((前往【乌梁营地_2】找汉雄))获取详细的行动策略。
[g]=经验10000 ",<over>还未找【乌梁营地_2】的汉雄谈话,6180542618405797|6q1d_1|6q1a_1_1;6350542618650282|6q1d_2|6q1a_2_1,6350542618650282
capture-186,侦查敌营,32,main,"[lv]=32
<ml>【乌梁营地_2】的汉雄要你((前往【妖之森_1】魔军集结处侦察，消灭15个机木斧兵，))以完成行动，之后回去向他汇报。
[g]=经验15000 [i=f_i_银元宝^C156C7&24@材料 消耗品&25@9999&19@双击可兑换为1000铜币&20@游戏中的货币,用于流通买卖&27@sitem_jhj&101@39.png&103@0&104@0&105@&107@&108@0]银元宝[/]x2",<over>击杀　机木斧兵 15/15,6350542618650282|6q2d_1|6q2a_1_1;6350542618650282|6q2d_2|6q2a_2_1,6350542618650282
capture-187,玄机之件,32,main,"[lv]=32
<ml>汉雄要你((前往【妖之森_2】消灭机木斧兵，获得10个玄机件，))之后拿回【乌梁营地_2】给他，以分析对敌办法。
[x]=[i=f_i_玄机件^ffffff&24@材料&25@99&20@木质的齿轮状物件.&27@sitem_wood&101@149.png&103@0&104@0&105@&107@&108@19]玄机件[/]x10 
[g]=经验22000 [i=f_i_银元宝^C156C7&24@材料 消耗品&25@9999&19@双击可兑换为1000铜币&20@游戏中的货币,用于流通买卖&27@sitem_jhj&101@39.png&103@0&104@0&105@&107@&108@0]银元宝[/]x1",收集　玄机件 0/10,6350542618650282|6q3d_1|6q3a_1_1;6350542618650282|6q3d_2|6q3a_2_1,6350542618650282
capture-188,拜访故人,30,side,"[lv]=30
汉雄经常回忆起当年的救命恩人叶眉父女来，于是让你替他((去【涧庭村】拜访一下叶眉。))
[g]=经验10000 ",<over>还未去【涧庭村】拜访叶眉,6350542618650282|6q40d_1|6q40a_1_1;4940542616468969|6q40d_2|6q40a_2_1,6350542618650282
capture-189,回赠特产,32,side,"[lv]=32
((叶眉捎了点家乡特产让你30分钟内给【乌梁营地_2】的汉雄送去。))
[g]=经验25000 [i=f_i_银元宝^C156C7&24@材料 消耗品&25@9999&19@双击可兑换为1000铜币&20@游戏中的货币,用于流通买卖&27@sitem_jhj&101@39.png&103@0&104@0&105@&107@&108@0]银元宝[/]x1",<over>30分钟内将叶眉的特产送至【乌梁营地_2】的汉雄处,4940542616468969|6q41d_1|6q41a_1_1;6350542618650282|6q41d_2|6q41a_2_1,6350542618650282
capture-190,暗力之源,32,main,"[lv]=32
<ml>汉雄让你((前往【妖之森_3】消灭机木锥兵，取得15个暗力之源))，之后回【乌梁营地_2】交予他，用于研究机木军团的弱点。
[x]=[i=f_i_暗力之源^ffffff&24@材料&25@99&20@黑暗的魂魄，被其控制会变的邪恶.&27@sitem_rock&101@154.png&103@0&104@0&105@&107@&108@36]暗力之源[/]x15 
[g]=经验22000 [i=f_i_银元宝^C156C7&24@材料 消耗品&25@9999&19@双击可兑换为1000铜币&20@游戏中的货币,用于流通买卖&27@sitem_jhj&101@39.png&103@0&104@0&105@&107@&108@0]银元宝[/]x1",<over>收集　暗力之源 15/15,6350542618650282|6q8d_1|6q8a_1_1;6350542618650282|6q8d_2|6q8a_2_1,6350542618650282
capture-191,乌梁工匠,30,main,"[lv]=30
<ml>汉雄分析出了敌军的弱点，机木军团的运作需要消耗大量的水。他让你((去找到【乌梁营地_2】的工匠虞莫，看看他能给予什么样的帮助。
[g]=经验10000 ",<over>还未找【乌梁营地_2】的虞莫谈话,6350542618650282|6q9d_1|6q9a_1_1;6370542618853300|6q9d_2|6q9a_2_1,6370542618853300
capture-192,水车图纸,30,main,"[lv]=30
<ml>汉雄想出用建造水车的办法控制水源，要你((将水车的图纸速去交予【乌梁营地_2】的虞莫))。
[g]=经验8000 ",<over>还未找【乌梁营地_2】的虞莫谈话,6350542618650282|6q15d_1|6q15a_1_1;6370542618853300|6q15d_2|6q15a_2_1,6370542618853300
capture-193,乌梁前锋营,30,main,"[lv]=30
<ml>白源镇的袁天纲说，现在已到了攻打魔军的时刻，要你((带上他的口信去南面的乌梁地区，找【乌梁营地_1】的镇山威报告))，他会和你商量相关事宜。
[g]=经验15000 ",<over>还未找【乌梁营地_1】的镇山威谈话,6180542618405797|1|5q24os,6180542618405797
capture-194,求签,30,side,"[lv]=30
你为镇山威求了个姻缘签，((回【乌梁营地_1】告知他。))
[g]=经验10000 ",<over>还未找【乌梁营地_1】的镇山威谈话,4140542615070416|6q57d_3|6q57a_3_1;6180542618405797|1|6q57os,6180542618405797
capture-195,乌梁药师,30,main,"[lv]=30
<ml>((去找【乌梁营地_2】的药师虚中聊聊。))
[g]=经验10000 ",<over>还未找【乌梁营地_2】的虚中谈话,6350542618650282|6q4d_1|6q4a_1_1;6360542618722932|6q4d_2|6q4a_2_1,6360542618722932
capture-196,草药之策,32,main,"[lv]=32
<ml>药师虚中要你((去【妖之森_7】采集10个金银花))，用于制药以备战需，之后回【乌梁营地_2】交给他
[x]=[i=f_i_金银花^ffffff&24@材料&25@99&20@性寒味甘.具有清热解毒,凉血化淤的功效.&101@97.png&103@0&104@0&105@&107@&108@13]金银花[/]x10 
[g]=经验14000 [i=f_i_银元宝^C156C7&24@材料 消耗品&25@9999&19@双击可兑换为1000铜币&20@游戏中的货币,用于流通买卖&27@sitem_jhj&101@39.png&103@0&104@0&105@&107@&108@0]银元宝[/]x1",<over>收集　金银花 10/10,6360542618722932|6q5d_1|6q5a_1_1;6360542618722932|6q5d_2|6q5a_2_1,6360542618722932
capture-197,营长之令,30,main,"[lv]=30
<ml>战斗即将展开，药师虚中让你((去找【乌梁营地_1】的镇山威))接受新的命令。
[g]=经验12000 ",<over>还未找【乌梁营地_1】的镇山威谈话,6360542618722932|6q6d_1|6q6a_1_1;6180542618405797|1|6q6os,6180542618405797
capture-198,机木锥兵,32,main,"[lv]=32
<ml>与机木军团的战斗已经打响，【乌梁营地_1】的镇山威命令你((前往【妖之森_3】消灭20个【机木锥兵】，))完成后再向他汇报。
[g]=经验17000 ",<over>击杀　机木锥兵 20/20,6180542618405797|1|6q7gs;6180542618405797|1|6q7os,6180542618405797
capture-199,军令如山,30,main,"[lv]=30
镇山威要你((去对【乌梁营地_2】的虚中执行军罚。))
[g]=经验8000 ",<over>还未去【乌梁营地_2】找虚中谈话,6180542618405797|6q52d_1|6q52a_1_1;6360542618722932|6q52d_2|6q52a_2_1,6360542618722932
capture-200,五花香肉,30,side,"[lv]=30
虞虚中受了刑罚，肚子也跟着饿了，((去找5块肉，之后回【乌梁营地_2】交给他))。
[x]=[i=f_i_肉&24@材料 消耗品&25@99&7@50&20@动物的肉,直接食用能加些气力.&101@70.png&103@0&104@0&105@&107@&108@12]肉[/]x5 
[g]=经验10000 ",<over>收集　肉 5/5,6360542618722932|6q53d_2|6q53a_2_1;6360542618722932|6q53d_3|6q53a_3_1,6360542618722932
capture-201,受伤的部位,30,side,"[lv]=30
虚中挨了板子，屁股被打的皮开肉绽，暂时还没有上药，((去【沼泽_3】当归采集点采集10个当归))，之后交给【乌梁营地_2】的虚中。
[x]=[i=f_i_当归^ffffff&24@材料&25@99&20@若发生气血逆乱,服用之后即可降逆定乱,使气血各有所归.&101@92.png&103@0&104@0&105@&107@&108@20]当归[/]x10 
[g]=经验12000 ",<over>收集　当归 10/10,6360542618722932|6q54d_2|6q54a_2_1;6360542618722932|6q54d_3|6q54a_3_1,6360542618722932
capture-202,汉雄的疑惑,30,main,"[lv]=30
<ml>((镇山威让你去找【乌梁营地_2】的汉雄谈话。))
[g]=经验12000 ",<over>还未找【乌梁营地_2】的汉雄谈话,6180542618405797|6q28d_1|6q28a_1_1;6350542618650282|6q28d_2|6q28a_2_1,6350542618650282
capture-203,造坝截水,32,main,"[lv]=32
<ml>汉虞莫决定修建一道水坝断掉机木军团的口粮，帮助他((去【妖之森_2】的石块采集点收集20个石块)),之后回【乌梁营地_2】交予他，那样好尽快建成水坝。
[x]=[i=f_i_石块&24@材料&25@99&20@随处可见的石块,可造工具,也可用于建筑.&101@104.png&103@0&104@0&105@&107@&108@10]石块[/]x20 
[g]=经验11000 [i=f_i_银元宝^C156C7&24@材料 消耗品&25@9999&19@双击可兑换为1000铜币&20@游戏中的货币,用于流通买卖&27@sitem_jhj&101@39.png&103@0&104@0&105@&107@&108@0]银元宝[/]x1",<over>收集　石块 20/20,6370542618853300|6q10d_1|6q10a_1_1;6370542618853300|6q10d_2|6q10a_2_1,6370542618853300
capture-204,水坝建成,30,main,"[lv]=30
<ml>水坝建造已经完成，工匠虞莫叫你((去汇报给【乌梁营地_1】的镇山威))。
[g]=经验12000 ",<over>还未找【乌梁营地_1】的镇山威谈话,6370542618853300|6q11d_1|6q11a_1_1;6180542618405797|1|6q11os,6180542618405797
capture-205,新的指令,30,main,"[lv]=30
<ml>((将袁天纲的作战密函交予【乌梁营地_1】的镇山威。))
[g]=经验12000 ",<over>还未找【乌梁营地_1】的镇山威谈话,5040542617131880|6q29d_1|6q29a_1_1;6180542618405797|1|6q29os,6180542618405797
capture-206,修复石坝,30,main,"[lv]=30
<ml>镇山威要你去((找【乌梁营地_2】的汉雄))，商量修复石坝之事。
[g]=经验10000 ",<over>还未找【乌梁营地_2】的汉雄谈话,6180542618405797|6q30d_1|6q30a_1_1;6350542618650282|6q30d_2|6q30a_2_1,6350542618650282
capture-207,建造水车,35,main,"[lv]=35
<ml>虞莫要建造水车，让你((前往【妖之森_9】的木材采集点采集30个木材))，之后回【乌梁营地_2】交给他。
[x]=[i=f_i_木材&24@材料&25@99&20@制造武器和工具的基本素材.&27@sitem_wood&101@86.png&103@0&104@0&105@&107@&108@12]木材[/]x30 
[g]=经验15000 [i=f_i_银元宝^C156C7&24@材料 消耗品&25@9999&19@双击可兑换为1000铜币&20@游戏中的货币,用于流通买卖&27@sitem_jhj&101@39.png&103@0&104@0&105@&107@&108@0]银元宝[/]x2",<over>收集　木材 30/30,6370542618853300|6q16d_1|6q16a_1_1;6370542618853300|6q16d_2|6q16a_2_1,6370542618853300
capture-208,精巧零件,35,main,"[lv]=35
<ml>水车的建造已经接近尾声，还缺少一些关键零件，((去【妖之森_8】击败机木玄师取得10个玄机精件,))之后把它们交给【乌梁营地_2】的虞莫。
[x]=[i=f_i_玄机精件^5BC46D&24@材料&25@99&20@精密复杂的玄机零件.&27@sitem_wood&101@150.png&103@0&104@0&105@&107@&108@25]玄机精件[/]x10 
[g]=经验20000 [i=f_i_翡翠项链^5BC46D&23@凿孔上限 9 格&24@饰品&25@1&21@40&3@1&14@3&2;$jintt&3;&27@sitem_bs&19@精炼潜质:
[精炼+1&1; 每升一级 物理防御+2
&2;font color='#00cc00'&3;特殊效果:
混乱抗性:+10%&2;/font&3;
[精炼+1&1; 每升一级 混乱抗性+1%&101@760.png&103@0&104@0&105@&107@&108@340]翡翠项链[/]x1",收集　玄机精件 0/10,6180542618405797|1|6q14gs;6370542618853300|6q17d_2|6q17a_2_1,6370542618853300
capture-209,大义之举,32,main,"[lv]=32
袁天纲忍痛割爱，誓要消灭魔军，他让你((去找【乌梁营地_1】的镇山威))，传达他的指令。
[g]=经验8000 ",<over>还未找【乌梁营地_1】的镇山威交谈,5040542617131880|6q36d_1|6q36a_1_1;6180542618405797|1|6q36os,6180542618405797
capture-210,营救袁碧寰,35,main,"[lv]=35
镇山威得冒险去救袁小姐，并把这个任务派给了你。((去【妖之森_11】消灭15个看守袁碧寰小姐的机木锥兵))，然后回【乌梁营地_1】向镇山威报告。
[g]=经验12000 ",击杀　机木锥兵 0/15,6180542618405797|1|6q37gs,6180542618405797
capture-211,赤红之器,32,side,"[lv]=32
【白源镇_3】的苦虚无要你替他((收集1个蜂王的头和1个蜂王之翅，可以去【沼泽_12】击杀赤蛰子获得))。
[x]=[i=f_i_蜂王的头^00ccff&24@材料&25@99&20@巨型蜂王华丽的头部,坚硬的头壳是护具的上好材料.&101@148.png&103@0&104@0&105@&107@&108@120]蜂王的头[/]x1 [i=f_i_蜂王之翅^ffffff&24@材料&25@99&20@巨型蜂王身上脱落的翅膀.&27@sitem_piput&101@147.png&103@0&104@0&105@&107@&108@112]蜂王之翅[/]x1 
[g]=经验50000 [i=f_i_银元宝^C156C7&24@材料 消耗品&25@9999&19@双击可兑换为1000铜币&20@游戏中的货币,用于流通买卖&27@sitem_jhj&101@39.png&103@0&104@0&105@&107@&108@0]银元宝[/]x2","收集　蜂王的头 0/1,蜂王之翅 0/1",5300542617580783|5q26d_1|5q26a_1_1;5300542617580783|5q26d_2|5q26a_2_1,
capture-212,有名的媒婆,30,side,"[lv]=30
虞莫想拖媒婆给镇山威说个亲，拜托你((去【广青镇】找个合适的媒婆))。
[g]=经验10000 ",<over>还未在【广青镇】找到合适的媒婆,6370542618853300|6q55d_2|6q55a_2_1;2190542612528390|6q55d_3|6q55a_3_1,2190542612528390
capture-213,千里姻缘,30,side,"[lv]=30
张妈介绍你((去【大佛村】找噌痴求个姻缘签，心诚则灵，必须在20分钟内赶到。))
[g]=经验20000 [i=f_i_银元宝^C156C7&24@材料 消耗品&25@9999&19@双击可兑换为1000铜币&20@游戏中的货币,用于流通买卖&27@sitem_jhj&101@39.png&103@0&104@0&105@&107@&108@0]银元宝[/]x1",<over>20分钟内抵达【大佛村】找噌痴求签,2190542612528390|6q56d_2|6q56a_2_1;4140542615070416|6q56d_3|6q56a_3_1,4140542615070416
capture-214,雷兽熊鹿,40,side,"[lv]=40
近日雷兽熊鹿被魔军的残部机木玄师利用了，((镇山威命你去【雷兽神坛】消灭熊鹿))。
((雷兽每1个小时就会出现一次。))
[g]=经验40000 [i=f_i_银元宝^C156C7&24@材料 消耗品&25@9999&19@双击可兑换为1000铜币&20@游戏中的货币,用于流通买卖&27@sitem_jhj&101@39.png&103@0&104@0&105@&107@&108@0]银元宝[/]x5",击杀　熊鹿 0/1,6180542618405797|6q22d_1|6q22a_1_1,6180542618405797
capture-215,收集石块,10,side,"[lv]=10
大佛村的娴无禄担心魔军攻入村子，正带领大伙修筑防御工事，但缺少一些石块。((去【卧佛谷_12】的石块采集点采集20个石块))交给他。((【注：该任务2小时一周期】))
[x]=[i=f_i_石块&24@材料&25@99&20@随处可见的石块,可造工具,也可用于建筑.&101@104.png&103@0&104@0&105@&107@&108@10]石块[/]x20 
[g]=[i=f_i_银元宝^C156C7&24@材料 消耗品&25@9999&19@双击可兑换为1000铜币&20@游戏中的货币,用于流通买卖&27@sitem_jhj&101@39.png&103@0&104@0&105@&107@&108@0]银元宝[/]x1",<over>收集　石块 20/20,4100542614427315|2q28d_1|2q28a_1_1;4100542614427315|2q28d_2|2q28a_2_1,4100542614427315
capture-216,剿木行动,34,main,"[lv]=34
<ml>按营长镇山威的命令((前往【妖之森_9】剿灭机木斧兵和机木锥兵各20个))。
[g]=经验17000 [i=f_i_骷髅戒指^5BC46D&23@凿孔上限 9 格&24@饰品&25@1&21@40&3@1&13@3&27@sitem_bs&19@精炼潜质:
[精炼+1&1; 每升一级 物理防御+2
&2;font color='#00cc00'&3;特殊效果:
封印抗性:+10%&2;/font&3;
[精炼+1&1; 每升一级 封印抗性+1%&101@759.png&103@0&104@0&105@&107@&108@320]骷髅戒指[/]x1","<over>击杀　机木锥兵 20/20,机木斧兵 20/20",6180542618405797|6q12d_1|6q12a_1_1;6180542618405797|6q12d_2|6q12a_2_1,6180542618405797
capture-217,再返白源,30,main,"[lv]=30
<ml>首战告捷，((将镇山威的口信带给【白源镇_2】的袁天纲))。
[g]=经验12000 ",<over>还未找【白源镇_2】的袁天纲谈话,6180542618405797|6q13d_1|6q13a_1_1;5040542617131880|6q13d_2|6q13a_2_1,5040542617131880
capture-218,被困的少女,35,main,"[lv]=35
镇山威让你((前往妖之森寻找一位被困的少女))，因为目前还不知道少女的具体位置，所以需要进行仔细的搜寻。
[g]=经验15000 ",<over>还未在【妖之森】找到袁碧寰,6180542618405797|1|6q34gs;7060542619240717|6q34d_2|6q34a_2_1,7060542619240717
capture-219,袁大小姐,35,main,"[lv]=35
少女原来是袁天纲失踪的女儿！((25分钟内将袁碧寰的信物送达【白源镇_2】的袁天纲处。))
[g]=经验20000 [i=f_i_银元宝^C156C7&24@材料 消耗品&25@9999&19@双击可兑换为1000铜币&20@游戏中的货币,用于流通买卖&27@sitem_jhj&101@39.png&103@0&104@0&105@&107@&108@0]银元宝[/]x2",<over>25分钟内将袁碧寰的信物送至【白源镇_2】的袁天纲处,7060542619240717|6q35d_3|6q35a_3_1;5040542617131880|6q35d_4|6q35a_4_1,5040542617131880
capture-220,机木玄师,35,main,"[lv]=35
<ml>魔军的机木玄师具有修复特性，按镇山威的命令((前往【妖之森_10】击杀20个机木玄师，))遏制住机木军团的发展。
[g]=经验15000 [i=f_i_银耳坠^5BC46D&23@凿孔上限 9 格&24@饰品&25@1&21@40&3@1&10@3&27@sitem_bs&19@精炼潜质:
[精炼+1&1; 每升一级 物理防御+2
&2;font color='#00cc00'&3;特殊效果:
眩晕抗性:+10%&2;/font&3;
[精炼+1&1; 每升一级 眩晕抗性+1%&101@762.png&103@0&104@0&105@&107@&108@320]银耳坠[/]x1",<over>击杀　机木玄师 20/20,6180542618405797|6q14d_1|6q14a_1_1;6180542618405797|6q14d_2|6q14a_2_1,6180542618405797
capture-221,竣工喜讯,30,main,"[lv]=30
<ml>虞莫已将水车的建造完成，((将水车竣工的消息告诉【乌梁营地_2】的汉雄。))
[g]=经验5000 ",<over>还未找【乌梁营地_2】的汉雄汇报水车竣工的消息,6370542618853300|6q18d_1|6q18a_1_1;6350542618650282|6q18d_2|6q18a_2_1,6350542618650282
capture-222,护送回家,32,main,"[lv]=32
镇山威派了人马跟随你((去【妖之森_11】接袁碧寰小姐回家))。
[g]=经验10000 ",<over>还未去【妖之森_11】接袁碧寰小姐,6180542618405797|1|6q38gs;7060542619240717|6q38d_2|6q38a_2_1,7060542619240717
capture-223,丑四品的遗憾,30,side,"[lv]=30
丑四品要你((去【广青镇_1】找丑二品，))转告一声他现在的消息。
[g]=经验11000 [i=f_i_银元宝^C156C7&24@材料 消耗品&25@9999&19@双击可兑换为1000铜币&20@游戏中的货币,用于流通买卖&27@sitem_jhj&101@39.png&103@0&104@0&105@&107@&108@0]银元宝[/]x3",<over>还未去【广青镇_1】找丑二品谈话,6190542618476150|6q42d_1|6q42a_1_1;1810542611191117|6q42d_2|6q42a_2_1,1810542611191117
capture-224,灵异事件,38,main,"[lv]=38
虞莫看到一道红光从水车下跃入了妖之森，他让你((去【妖之森_5】找那里的老头问问发生了什么事情))。
[g]=经验13000 ",<over>还未去【妖之森_5】找棋中仙谈话,6370542618853300|6q50d_1|6q50a_1_1;6990542619208820|6q50d_2|6q50a_2_1,6990542619208820
